0	0	1		0	3
1	6	6		6	4
0	6	1		6	3
1	0	6		0	4
0	6	0		5	2
1	7	6		7	4
0	5	2		6	4
1	1	7		0	5
0	6	3		7	4
1	7	7		7	4
0	7	1		7	2
1	7	4		6	4
0	3	1		3	3
1	0	5		2	4
0	2	0		6	4
1	2	4		0	3
0	0	0		0	3
1	1	6		1	4
0	1	0		2	2
1	1	4		0	3
0	2	2		0	3
1	5	7		6	6
0	5	0		6	1
1	6	6		3	3
0	3	0		3	3
1	2	7		0	5
0	4	0		6	0
1	0	5		4	1
0	6	1		0	7
1	4	1		5	0
0	6	0		5	0
1	4	6		4	4
0	6	4		3	7
